index_scraped,Strasse,Nummer,Letter,Postleitzahl,Ort,Anzahl Zimmer,Flaeche m2,Preis CHF,Total,Schweiz,Ausland,Mann,Frau,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90 und mehr,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetrage-ner Partner-schaft,Aufgelöste Partnerschaft
379_immo,vulkanstr.,110,,8048,zuerich,1.5,44,3000,29427,18910,10517,15040,14387,1623,1171,1025,952,1412,2852,3659,3091,2468,1986,1787,1777,1365,1038,927,841,694,500,259,15729,9650,1139,2688,2,185,34
585_immo,wabernstr.,56,,3007,bern,2.0,59,1390,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
503_flat,wabersackerstr.,23,,3097,liebefeld,3.5,75,1760,8652,6562,2090,4166,4486,490,388,380,315,463,768,780,807,615,539,566,562,465,383,335,293,226,158,119,4491,2949,387,789,0,33,3
739_flat,wabersackerstr.,79,,3097,liebefeld,3.0,69,1580,8652,6562,2090,4166,4486,490,388,380,315,463,768,780,807,615,539,566,562,465,383,335,293,226,158,119,4491,2949,387,789,0,33,3
1483_flat,wachtstr.,23,,8134,adliswil,4.0,95,2350,19045,11737,7308,9522,9523,1073,1056,939,811,833,1137,1517,1682,1570,1379,1313,1242,944,820,820,803,554,369,183,8436,8169,845,1511,2,67,15
2702_home,waesserwiesenstr.,81,c,8408,winterthur,3.5,93,2030,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
2684_home,waesserwiesenstr.,67,q,8408,winterthur,3.5,84,1645,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
483_home,waffenplatzstr.,78,,8002,zuerich,2.5,55,2545,9573,6009,3564,4814,4759,624,465,372,290,312,908,1229,1100,842,686,653,501,356,255,317,247,170,137,109,5545,3029,290,636,1,61,11
362_immo,waffenplatzstr.,72,,8002,zuerich,1.0,12,1856,9573,6009,3564,4814,4759,624,465,372,290,312,908,1229,1100,842,686,653,501,356,255,317,247,170,137,109,5545,3029,290,636,1,61,11
2318_home,waffenweg,22,,3014,bern,3.5,67,1710,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
2187_home,wagnerstr.,3,,3007,bern,2.5,59,1380,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
530_immo,wagnerstr.,3,,5,,2.5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894_immo,wagnerstr.,23,,3007,bern,1.0,,760,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
851_immo,wagnerstr.,10,,3007,bern,2.0,40,1290,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
162_immo,walchestr.,17,,8006,zuerich,2.5,58,2545,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
1061_flat,waldeggweg,7,a,8400,winterthur,4.0,,1850,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2394_home,waldheimstr.,46,,3012,bern,3.5,74,1830,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
558_flat,waldheimstr.,14,,3012,bern,1.0,30,1190,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
713_immo,waldheimstr.,14,,3012,bern,1.0,28,1190,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
630_immo,waldheimstr.,86,,3012,bern,,,90,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
748_flat,waldheimstr.,6,,3012,bern,1.0,,1300,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
722_immo,waldhoeheweg,30,,3013,bern,1.0,,990,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
1223_immo,waldighoferstr.,6,,4055,basel,2.0,60,1370,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1635_home,waldighoferstr.,6,,4055,basel,2.5,,1380,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
302_immo,waldmannstr.,12,a,8001,zuerich,2.0,59,2980,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
2345_home,waldmannstr.,53,,3027,bern,3.5,68,1360,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
883_immo,waldmannstr.,7,,3027,bern,3.0,60,1450,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
539_immo,waldmannstr.,3,,3027,bern,3.0,,1340,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
2336_home,waldmeisterstr.,44,,3018,bern,2.5,53,1420,17925,11755,6170,8625,9300,952,885,757,690,991,1377,1462,1335,1183,1059,1120,1209,1021,848,793,825,621,487,310,8245,6601,1113,1920,0,39,7
1361_immo,waldshuterstr.,10,,4058,basel,3.0,70,1510,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
2001_home,waldshuterstr.,10,,4058,basel,2.5,49,1530,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
598_immo,waldstaetterstr.,15,,3014,bern,4.5,105,2650,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
2240_immo,waldstaetterstr.,6,,6003,luzern,2.5,38,1495,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
132_home,waldstaetterstr.,6,,6003,luzern,4.5,111,3300,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
41_home,waldstaetterstr.,23,,6003,luzern,1.0,25,1015,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
2403_immo,waldstaetterstr.,10,,6003,luzern,3.5,70,1995,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
44_home,waldstaetterstr.,23,,6003,luzern,1.5,31,1090,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
63_home,waldstaetterstr.,12,,6003,luzern,2.5,68,1420,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
74_home,waldstaetterstr.,6,,6003,luzern,2.5,39,1495,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
195_home,waldweg,16,,6005,luzern,2.5,60,1750,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
1225_flat,walkestr.,16,,8400,winterthur,3.0,65,1650,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
1471_home,walkeweg,34,,4053,basel,3.0,74,1640,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
887_home,wallisellenstr.,333,,8050,zuerich,2.5,80,2220,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
2573_home,wallruetistr.,117,a,8404,winterthur,2.5,66,1535,20348,14516,5832,10184,10164,1280,1153,1082,937,1106,1611,1861,1820,1552,1364,1236,1268,1040,815,788,634,429,243,129,9861,8067,702,1665,1,42,8
1230_flat,wallruetistr.,113,,8404,winterthur,4.0,,1755,20348,14516,5832,10184,10164,1280,1153,1082,937,1106,1611,1861,1820,1552,1364,1236,1268,1040,815,788,634,429,243,129,9861,8067,702,1665,1,42,8
1110_flat,wallruetistr.,78,,8404,winterthur,3.0,60,1371,20348,14516,5832,10184,10164,1280,1153,1082,937,1106,1611,1861,1820,1552,1364,1236,1268,1040,815,788,634,429,243,129,9861,8067,702,1665,1,42,8
1093_flat,waltensteinerstr.,3,a,8418,schlatt,3.5,100,2150,763,705,58,394,369,41,57,55,53,31,21,38,47,76,59,61,51,39,44,30,19,26,13,2,335,342,39,45,0,2,0
1295_immo,wanderstr.,125,,4054,basel,3.0,84,1760,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
199_flat,wanderstr.,91,,4054,basel,4.5,140,2600,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
891_immo,wangenstr.,96,,3018,bern,3.0,72,1500,17925,11755,6170,8625,9300,952,885,757,690,991,1377,1462,1335,1183,1059,1120,1209,1021,848,793,825,621,487,310,8245,6601,1113,1920,0,39,7
499_immo,wangenstr.,62,,3018,bern,2.0,,1350,17925,11755,6170,8625,9300,952,885,757,690,991,1377,1462,1335,1183,1059,1120,1209,1021,848,793,825,621,487,310,8245,6601,1113,1920,0,39,7
645_flat,wankdorffeldstr.,101,,3014,bern,2.0,64,1620,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
526_immo,wankdorffeldstr.,113,,3014,bern,4.0,85,1790,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
685_immo,wankdorffeldstr.,81,,3014,bern,3.0,60,1630,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
518_immo,wankdorffeldstr.,105,,3014,bern,2.0,62,1250,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
2405_home,wankdorffeldstr.,75,,3014,bern,4.5,120,2250,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
2297_home,wankdorffeldstr.,101,,3014,bern,1.0,19,830,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
2313_home,wankdorffeldstr.,95,,3014,bern,3.5,63,1590,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
902_immo,wankdorffeldstr.,93,,3014,bern,3.5,,1350,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
50_immo,wannerstr.,22,,8045,zuerich,2.5,92,2498,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
722_home,wannerstr.,20,,8045,zuerich,1.0,22,1250,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
733_home,wannerstr.,24,,8045,zuerich,2.5,105,2866,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
52_immo,wannerstr.,41,,8045,zuerich,3.5,91,2685,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
1489_flat,wannerstr.,35,,8045,zuerich,3.5,75,2305,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
2119_immo,wartstr.,242,,8408,winterthur,4.5,95,2405,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
2136_immo,wartstr.,80,,8400,winterthur,2.5,52,1600,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2519_home,wartstr.,19,,8400,winterthur,4.0,,2164,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2002_immo,wartstr.,26,,8400,winterthur,1.0,31,1250,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2115_immo,wartstr.,15,,8400,winterthur,6.5,220,4680,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2703_home,wartstr.,242,,8408,winterthur,3.5,98,2160,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
2544_home,wartstr.,12,,8400,winterthur,3.5,116,2880,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
1546_home,wasgenring,137,,4054,basel,2.0,61,1400,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
1640_home,wasgenring,165,,4055,basel,2.0,51,1430,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1414_immo,wasgenring,165,,4055,basel,2.0,64,1430,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1532_immo,wasgenring,91,,4055,basel,4.0,89,1720,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1678_home,wasgenring,91,,4055,basel,3.0,82,1740,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
2486_home,wasserfurristr.,43,,8400,winterthur,3.5,71,1682,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2649_home,wasserfurristr.,43,,8406,winterthur,3.5,71,1682,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
312_immo,wasserschoepfi,23,,8055,zuerich,1.0,69,1860,19907,15064,4843,9637,10270,1083,1265,1158,804,791,1253,1952,1755,1887,1621,1368,1102,915,688,586,554,435,376,314,10977,6425,759,1620,0,97,29
1732_home,wasserstr.,16,,4056,basel,1.5,52,1080,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1742_home,wasserstr.,11,,4056,basel,1.5,46,1230,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1712_home,wasserstr.,16,,4056,basel,1.0,37,745,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1151_home,wattstr.,16,,4056,basel,3.5,69,1550,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1821_home,wattstr.,25,,4056,basel,2.5,100,2160,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1510_immo,wattstr.,22,,4056,basel,2.0,45,1090,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1744_home,wattstr.,6,,4056,basel,1.5,41,1295,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1337_immo,wattstr.,23,,4056,basel,3.5,80,3300,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1585_immo,wattstr.,25,,4056,basel,3.5,115,2150,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
2475_home,weberstr.,100,,8400,winterthur,4.0,78,1590,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2322_immo,weggisgasse,16,,6004,luzern,2.0,52,1640,9445,7274,2171,4533,4912,402,321,383,328,528,892,973,822,735,694,693,580,516,445,367,288,211,158,109,5417,2818,349,815,0,42,3
739_home,wehntalerstr.,521,,8046,zuerich,2.0,,1361,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
741_home,wehntalerstr.,457,,8046,zuerich,3.5,82,1990,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
13_immo,wehntalerstr.,424,,8046,zuerich,5.0,109,3300,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
748_home,wehntalerstr.,432,,8046,zuerich,2.5,64,2760,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
749_home,wehntalerstr.,426,,8046,zuerich,3.5,93,2830,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
743_home,wehntalerstr.,426,,8046,zuerich,2.5,70,2320,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
1434_flat,wehntalerstr.,374,,8046,zuerich,4.5,90,2650,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
1018_home,wehrenbachhalde,42,,8053,zuerich,5.5,205,7225,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
237_immo,wehrenbachhalde,39,,8053,zuerich,6.0,153,4240,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
125_flat,weichselmattstr.,58,,4103,bottmingen,5.5,147,3800,6810,4989,1821,3253,3557,324,382,373,319,292,263,354,449,494,454,529,519,389,368,409,363,289,157,83,2713,3190,368,517,0,22,0
1341_home,weidengasse,43,,4052,basel,3.0,70,1790,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
421_immo,weidgasse,10,,3018,bern,3.5,75,1510,17925,11755,6170,8625,9300,952,885,757,690,991,1377,1462,1335,1183,1059,1120,1209,1021,848,793,825,621,487,310,8245,6601,1113,1920,0,39,7
1642_flat,weidstr.,1,,8135,langnau,3.5,76,1590,7959,5721,2238,3916,4043,425,435,449,420,405,397,466,561,538,577,649,539,450,368,368,403,261,164,84,3312,3622,403,607,0,11,4
981_immo,weihergasse,16,,3005,bern,1.5,,1250,4569,3754,815,2201,2368,246,237,211,192,182,285,345,399,342,354,346,327,267,259,195,189,105,45,43,2368,1654,142,383,0,20,2
1587_flat,weihermattstr.,71,,8902,urdorf,3.5,90,1820,10073,7526,2547,4978,5095,514,555,521,470,513,602,690,748,809,682,724,692,592,451,435,430,340,228,77,4310,4420,444,878,0,19,1
36_flat,weiherweg,1,,4123,allschwil,4.5,89,1890,21374,15295,6079,10324,11050,1182,1038,964,855,910,1192,1430,1602,1557,1533,1524,1476,1294,1077,1109,1022,793,550,266,9024,9010,1207,2060,4,62,7
80_flat,weiherweg,12,,4153,reinach,3.0,60,1430,19192,14618,4574,9182,10010,748,860,932,945,964,799,969,1013,1194,1390,1516,1517,1376,1088,1169,1084,840,545,243,7390,8700,1213,1849,1,35,4
1238_immo,weiherweg,86,,4054,basel,2.5,54,1380,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
1747_immo,weiherweg,32,,4054,basel,1.0,30,1900,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
1523_immo,weilerweg,11,,4057,basel,1.0,35,975,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1557_flat,weinbergstr.,65,,8802,kilchberg,1.5,56,1950,9201,6138,3063,4511,4690,602,542,464,373,366,362,618,863,860,746,730,622,456,350,355,347,276,176,93,4251,3752,374,760,0,56,7
473_home,weinbergstr.,23,,8001,zuerich,2.5,60,4200,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
2419_home,weinbergstr.,16,,8400,winterthur,3.5,113,3650,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
977_immo,weingartstr.,25,,3014,bern,2.0,,1400,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
674_immo,weingartstr.,25,,3014,bern,2.0,,1390,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
1581_flat,weiningerstr.,46,,8103,unterengstringen,3.5,71,1836,3981,2943,1038,1965,2016,206,205,180,173,180,198,279,284,294,314,279,301,278,237,188,171,120,63,31,1713,1679,200,359,0,27,3
14_home,weinmarkt,5,,6004,luzern,3.5,96,3000,9445,7274,2171,4533,4912,402,321,383,328,528,892,973,822,735,694,693,580,516,445,367,288,211,158,109,5417,2818,349,815,0,42,3
860_immo,weissenbuehlweg,40,c/d,3007,bern,3.5,,1990,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
859_immo,weissenbuehlweg,40,a,3007,bern,3.5,82,2040,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
802_immo,weissenbuehlweg,40,b,3007,bern,4.5,104,2440,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
890_immo,weissenbuehlweg,40,b,3007,bern,2.5,65,1730,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
935_immo,weissensteinstr.,49,d,3007,bern,2.0,55,1360,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
610_immo,weissensteinstr.,108,,3007,bern,3.5,80,1950,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
670_immo,weissensteinstr.,42,,3007,bern,3.0,,1610,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
652_immo,weissensteinstr.,33,,3008,bern,3.0,70,1590,10267,7574,2693,5089,5178,511,462,403,325,595,1199,1274,922,832,699,635,595,473,322,317,254,186,145,118,6117,2961,378,753,3,42,12
385_home,weiteg.,6,,8001,zuerich,2.5,60,2500,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
