index_scraped,Strasse,Nummer,Letter,Postleitzahl,Ort,Anzahl Zimmer,Flaeche m2,Preis CHF,Total,Schweiz,Ausland,Mann,Frau,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90 und mehr,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetrage-ner Partner-schaft,Aufgelöste Partnerschaft
,toesstalstr.,231,,8405,winterthur,3.0,65,1750,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
,toesstalstr.,174,,8400,winterthur,3.0,62,1550,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,263,,8405,winterthur,4.5,89,1603,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
,toesstalstr.,74,,8400,winterthur,3.0,67,1630,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,188,,8400,winterthur,4.0,150,2003,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,301,,8405,winterthur,3.0,65,1590,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
,toesstalstr.,131,,8400,winterthur,1.0,30,1230,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,5,,8400,winterthur,3.5,110,2940,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,138,,8400,winterthur,3.5,67,2085,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,83,,8400,winterthur,1.5,83,1650,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,toesstalstr.,254,,8405,winterthur,4.0,,1850,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
,toesstalstr.,223,,8405,winterthur,3.0,62,1500,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
,toesstalstr.,139,,8400,winterthur,3.0,,1500,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,tramstr.,17,,8050,zuerich,1.0,25,1410,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,tramstr.,17,,8050,zuerich,2.5,51,1552,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,tribschenstr.,26,,6005,luzern,4.0,105,1890,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,tribschenstr.,24,,6006,luzern,1.0,15,1090,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
,tribschenstr.,24,,6003,luzern,1.0,15,1090,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,trichtenhausenstr.,82,,8053,zuerich,3.5,85,3194,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
,trichtenhausenstr.,84,,8053,zuerich,4.5,116,3847,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
,trichtenhausenstr.,82,,8053,zuerich,1.5,34,1380,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
,trichtenhausenstr.,17,,8053,zuerich,3.0,60,1958,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
,trichtenhausenstr.,82,,8053,zuerich,2.5,56,2244,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
,trichtenhausenstr.,84,,8053,zuerich,2.5,56,2240,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
,triemlistr.,95,,8047,zuerich,2.0,45,2270,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
,triemlistr.,95,,8047,zuerich,1.0,42,1720,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
,triemlistr.,21,,8047,zuerich,4.5,102,3200,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
,truesselstr.,4,,3014,bern,1.5,24,2310,13953,11258,2695,6781,7172,706,538,482,451,772,1485,1729,1433,1170,876,825,878,674,526,431,356,271,212,138,8505,3702,489,1199,0,49,9
,tscharnerstr.,40,,3007,bern,3.0,65,1650,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
,tscharnerstr.,24,,3007,bern,3.0,65,1570,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
,tscharnerstr.,43,,3007,bern,3.0,65,1615,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
,tscharnerstr.,45,,3007,bern,3.0,65,1630,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
,tscharnerstr.,32,,3007,bern,2.0,,965,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
,tuchmacherstr.,72,,8041,zuerich,3.5,100,3080,7938,5080,2858,4002,3936,620,554,445,411,392,571,761,844,629,497,473,384,295,283,225,215,152,113,74,4186,2877,274,577,0,19,4
,tuchmacherstr.,36,,8041,zuerich,2.5,75,2200,7938,5080,2858,4002,3936,620,554,445,411,392,571,761,844,629,497,473,384,295,283,225,215,152,113,74,4186,2877,274,577,0,19,4
,tuerkheimerstr.,48,,4055,basel,3.0,87,2660,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
,turbinenstr.,24,,8005,zuerich,3.5,96,3366,15382,10386,4996,8496,6886,703,493,416,347,521,1740,2580,1928,1530,1224,1133,909,638,406,312,224,123,91,64,10004,3674,266,1168,2,219,48
,turbinenstr.,16,(hause),8400,winterthur,2.5,84,2235,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,turmstr.,72,,8400,winterthur,2.5,40,1350,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,turnerstr.,40,,8006,zuerich,3.5,70,3450,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,turnerstr.,40,,8006,zuerich,2.5,60,2550,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,turnerstr.,6,,4058,basel,1.5,62,1630,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,turnerstr.,6,,4058,basel,3.0,75,1620,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,udelbodenstr.,1,,6014,luzern,3.5,76,1440,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,udelbodenstr.,1,,6014,luzern,3.5,76,1620,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,udelbodenstr.,9,,6003,luzern,2.5,,1500,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,udelbodenstr.,44,,6014,luzern,1.5,,950,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,ueberlandstr.,327,,8051,zuerich,2.0,,1380,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,ueberlandstr.,31,,8050,zuerich,1.0,13,620,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,ueberlandstr.,287,,8051,zuerich,,17,1000,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,ueberlandstr.,43,,8050,zuerich,,12,700,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,uetlibergstr.,77,,8045,zuerich,2.0,39,2390,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
,uetlibergstr.,77,,8045,zuerich,2.0,50,2590,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
,uetlibergstr.,240,,8045,zuerich,2.5,55,1850,11246,7783,3463,5771,5475,580,610,534,453,617,1076,1249,1095,927,829,728,620,478,350,343,279,232,144,102,6392,3656,327,794,1,70,6
,uferweg,6,,6014,luzern,2.5,,1100,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,uhlandstr.,6,,8037,zuerich,2.5,76,5080,16065,11680,4385,7898,8167,895,619,502,383,535,1530,2197,1947,1555,1146,1068,927,733,531,444,357,260,225,211,10244,3813,519,1337,0,129,23
,uhlandstr.,6,,8037,zuerich,3.5,,5780,16065,11680,4385,7898,8167,895,619,502,383,535,1530,2197,1947,1555,1146,1068,927,733,531,444,357,260,225,211,10244,3813,519,1337,0,129,23
,uhlandstr.,6,,8037,zuerich,3.5,69,5330,16065,11680,4385,7898,8167,895,619,502,383,535,1530,2197,1947,1555,1146,1068,927,733,531,444,357,260,225,211,10244,3813,519,1337,0,129,23
,ulmenstr.,4,,6003,luzern,4.0,80,1800,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,ulrich-hegner-str.,6,,8400,winterthur,1.0,,1180,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,ulrich-hegner-str.,5,,8400,winterthur,1.0,27,1310,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,universitaetsstr.,110,,8006,zuerich,1.0,19,1295,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetsstr.,110,,8006,zuerich,1.0,19,1300,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetsstr.,80,/82,8006,zuerich,2.0,30,2350,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetsstr.,80,/82,8006,zuerich,3.0,77,3500,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetsstr.,80,/82,8006,zuerich,2.0,30,2190,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetsstr.,80,/82,8006,zuerich,1.0,21,1890,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetsstr.,80,/82,8006,zuerich,1.0,17,1990,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetstr.,73,,8006,zuerich,1.0,28,1270,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,universitaetstr.,41,,8006,zuerich,4.5,120,5875,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,unt.schoentalstr.,9,,8406,winterthur,2.5,55,1270,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
,unt.schoentalstr.,3,,8406,winterthur,3.0,61,1430,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
,untererbatterieweg,90,,4059,basel,3.0,79,1650,6596,5033,1563,3137,3459,351,479,427,350,275,150,245,364,475,522,531,498,405,376,344,292,218,155,139,2789,2976,373,430,0,27,1
,untererbatterieweg,90,,4059,basel,3.5,70,1725,6596,5033,1563,3137,3459,351,479,427,350,275,150,245,364,475,522,531,498,405,376,344,292,218,155,139,2789,2976,373,430,0,27,1
,untererbatterieweg,84,,4059,basel,2.0,60,1250,6596,5033,1563,3137,3459,351,479,427,350,275,150,245,364,475,522,531,498,405,376,344,292,218,155,139,2789,2976,373,430,0,27,1
,untererdeutweg,23,,8400,winterthur,4.5,230,2580,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,untererebgasse,16,,4058,basel,3.0,77,1790,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,untererebgasse,16,,4058,basel,3.0,75,1815,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,untererheingasse,12,,4058,basel,2.5,55,1500,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,untererrheinweg,18,,4058,basel,4.5,154,4700,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,untererrheinweg,18,,4058,basel,6.5,210,8350,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,untererrheinweg,90,,4057,basel,2.5,,2645,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
,untererrheinweg,90,,4057,basel,2.5,74,2645,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
,untereschoentalstr.,9,,8406,winterthur,,57,1260,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
,unterezaeune,21,,8001,zuerich,2.0,55,3380,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
,unterezaeune,21,,8001,zuerich,1.0,25,2130,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
,unterlachenstr.,15,,6005,luzern,2.5,51,1360,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,untermattweg,80,,3027,bern,3.0,,1380,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
,untermattweg,38,a,3027,bern,4.5,,2110,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
,untermattweg,66,,3027,bern,3.5,,1470,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
,unterwegli,45,,8404,winterthur,2.5,71,1370,20348,14516,5832,10184,10164,1280,1153,1082,937,1106,1611,1861,1820,1552,1364,1236,1268,1040,815,788,634,429,243,129,9861,8067,702,1665,1,42,8
,unterwerkstr.,7,,8052,zuerich,1.5,38,1515,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,unterwiesenstr.,10,,8408,winterthur,4.5,88,1863,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
,unterwiesenstr.,4,,8408,winterthur,3.0,66,1585,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
,unterwilrain,40,,6014,luzern,3.5,,1480,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,unterwilrain,46,,6014,luzern,3.5,70,1390,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,ursulaweg,33,,8404,winterthur,3.5,79,1560,20348,14516,5832,10184,10164,1280,1153,1082,937,1106,1611,1861,1820,1552,1364,1236,1268,1040,815,788,634,429,243,129,9861,8067,702,1665,1,42,8
,usteristr.,21,,8001,zuerich,1.5,75,3750,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
,utengasse,44,,4058,basel,2.5,70,1590,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,44,,4058,basel,2.5,54,1390,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,39,,4058,basel,1.0,30,890,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,44,,4058,basel,2.5,80,1690,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,35,,4058,basel,3.0,73,1430,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,35,,4058,basel,2.0,,1430,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,44,,4058,basel,1.0,30,950,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,44,,4058,basel,2.5,47,1350,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,utengasse,39,,4058,basel,1.0,32,914,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,vereinsweg,7,,3012,bern,2.5,61,1650,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
,viktoriastr.,39,,3013,bern,3.0,76,1997,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,viktoriastr.,84,,3013,bern,3.5,,2690,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,viktoriastr.,61,,3013,bern,,,2000,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,viktoriastr.,21,(sued),3013,bern,2.5,56,1902,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,viktoriastr.,35,,3013,bern,3.0,80,1850,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,viktoriastr.,39,,3013,bern,3.0,76,2070,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,viktoriastr.,29,,8057,zuerich,1.5,23,1552,21729,15069,6660,10803,10926,1261,1099,913,804,1209,2206,2491,2117,1748,1499,1361,1234,899,773,662,579,383,307,184,12664,6581,664,1679,0,116,25
,vogesenstr.,80,,4056,basel,2.0,49,1100,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,80,,4056,basel,2.0,44,1100,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,1.5,51,1805,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,4.5,84,2235,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,1.0,47,1675,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,71,,4056,basel,3.0,76,1440,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,3.0,72,1580,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,2.5,55,1425,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,3.0,63,1600,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,4.0,111,2375,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,2.0,45,1450,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,3.0,,1470,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,vogesenstr.,135,/2,4056,basel,3.0,57,1690,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
,voltastr.,40,,6005,luzern,4.5,94,1995,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
